date,ticker,marketCap,size_category,Total Cash From Operating Activities,Net Income,Depreciation And Amortization,Change In Working Capital,Total Revenue,Gross Profit,Operating Income,Total Assets,Accounts Receivable,Inventory,Accounts Payable
2024-03-31,DVA,9352200192,Mid-Cap,,,,,,,,,,,
2024-06-30,DVA,9352200192,Mid-Cap,,222676000.0,175661000.0,276875000.0,3186722000.0,1044423000.0,500917000.0,17025572000.0,2303119000.0,126765000.0,493534000.0
2024-09-30,DVA,9352200192,Mid-Cap,,214688000.0,187014000.0,272114000.0,3263590000.0,1111715000.0,531167000.0,17503737000.0,2267365000.0,128999000.0,488244000.0
2024-12-31,DVA,9352200192,Mid-Cap,,259329000.0,174102000.0,61336000.0,3294683000.0,1069312000.0,480728000.0,17285268000.0,2146975000.0,134559000.0,547200000.0
2025-03-31,DVA,9352200192,Mid-Cap,,162917000.0,176451000.0,-290151000.0,3223529000.0,983869000.0,433328000.0,17119030000.0,2321818000.0,150522000.0,596137000.0
2025-06-30,DVA,9352200192,Mid-Cap,,199337000.0,174704000.0,-171602000.0,3379526000.0,1117986000.0,530477000.0,17492958000.0,2441259000.0,146295000.0,594403000.0
2023-12-31,DVN,23481253888,Large-Cap,,,,,,,,,,,
2024-03-31,DVN,23481253888,Large-Cap,,,,,,,,,,,
2024-06-30,DVN,23481253888,Large-Cap,,844000000.0,,-201000000.0,3917000000.0,1253000000.0,1136000000.0,25162000000.0,1589000000.0,258000000.0,754000000.0
2024-09-30,DVN,23481253888,Large-Cap,,812000000.0,24000000.0,16000000.0,4024000000.0,1318000000.0,1197000000.0,30263000000.0,1779000000.0,293000000.0,995000000.0
2024-12-31,DVN,23481253888,Large-Cap,,639000000.0,,-202000000.0,4403000000.0,1149000000.0,943000000.0,30489000000.0,1972000000.0,294000000.0,806000000.0
2025-03-31,DVN,23481253888,Large-Cap,,494000000.0,26000000.0,117000000.0,4452000000.0,1192000000.0,1052000000.0,30928000000.0,2036000000.0,332000000.0,923000000.0
2025-06-30,DVN,23481253888,Large-Cap,,899000000.0,,134000000.0,4284000000.0,1114000000.0,981000000.0,31390000000.0,1853000000.0,327000000.0,885000000.0
2023-12-31,DXCM,26313617408,Large-Cap,,,,,,,,,,,
2024-03-31,DXCM,26313617408,Large-Cap,,,,,,,,,,,
2024-06-30,DXCM,26313617408,Large-Cap,,143500000.0,52100000.0,67600000.0,1004300000.0,626700000.0,158000000.0,6799200000.0,945200000.0,570300000.0,307000000.0
2024-09-30,DXCM,26313617408,Large-Cap,,134600000.0,55300000.0,15800000.0,994200000.0,593800000.0,152000000.0,6353800000.0,1002000000.0,586300000.0,326600000.0
2024-12-31,DXCM,26313617408,Large-Cap,,151700000.0,57800000.0,6400000.0,1113500000.0,655800000.0,188900000.0,6484500000.0,1005700000.0,542600000.0,345300000.0
2025-03-31,DXCM,26313617408,Large-Cap,,105400000.0,60000000.0,400000.0,1036000000.0,589000000.0,133700000.0,6751700000.0,1155200000.0,538200000.0,432000000.0
2025-06-30,DXCM,26313617408,Large-Cap,,179800000.0,63000000.0,22400000.0,1157100000.0,688800000.0,212600000.0,7327000000.0,1348800000.0,570700000.0,472000000.0
2023-12-31,EA,48377581568,Large-Cap,,,,,,,,,,,
2024-03-31,EA,48377581568,Large-Cap,,,,,,,,,,,
2024-06-30,EA,48377581568,Large-Cap,,280000000.0,80000000.0,-383000000.0,1660000000.0,1397000000.0,366000000.0,12708000000.0,433000000.0,,80000000.0
2024-09-30,EA,48377581568,Large-Cap,,294000000.0,122000000.0,-356000000.0,2025000000.0,1569000000.0,435000000.0,13136000000.0,1012000000.0,,171000000.0
2024-12-31,EA,48377581568,Large-Cap,,293000000.0,75000000.0,645000000.0,1883000000.0,1427000000.0,378000000.0,13451000000.0,742000000.0,,81000000.0
2025-03-31,EA,48377581568,Large-Cap,,254000000.0,79000000.0,54000000.0,1895000000.0,1527000000.0,398000000.0,12368000000.0,679000000.0,,105000000.0
2025-06-30,EA,48377581568,Large-Cap,,201000000.0,79000000.0,-415000000.0,1671000000.0,1392000000.0,271000000.0,11699000000.0,533000000.0,,92000000.0
2023-12-31,EBAY,41650978816,Large-Cap,,,,,,,,,,,
2024-03-31,EBAY,41650978816,Large-Cap,,,,,,,,,,,
2024-06-30,EBAY,41650978816,Large-Cap,,224000000.0,77000000.0,164000000.0,2572000000.0,1837000000.0,549000000.0,20378000000.0,574000000.0,,319000000.0
2024-09-30,EBAY,41650978816,Large-Cap,,634000000.0,92000000.0,2000000.0,2576000000.0,1849000000.0,595000000.0,19915000000.0,797000000.0,,283000000.0
2024-12-31,EBAY,41650978816,Large-Cap,,679000000.0,79000000.0,73000000.0,2579000000.0,1861000000.0,543000000.0,19365000000.0,871000000.0,,257000000.0
2025-03-31,EBAY,41650978816,Large-Cap,,503000000.0,79000000.0,-47000000.0,2585000000.0,1862000000.0,616000000.0,18954000000.0,1105000000.0,,292000000.0
2025-06-30,EBAY,41650978816,Large-Cap,,368000000.0,107000000.0,-942000000.0,2730000000.0,1954000000.0,484000000.0,17961000000.0,1141000000.0,,336000000.0
2023-12-31,ECL,76862349312,Large-Cap,,,,,,,,,,,
2024-03-31,ECL,76862349312,Large-Cap,,,,,,,,,,,
2024-06-30,ECL,76862349312,Large-Cap,,490900000.0,235000000.0,-82000000.0,3985800000.0,1744800000.0,669100000.0,21461800000.0,2876300000.0,1505900000.0,1690700000.0
2024-09-30,ECL,76862349312,Large-Cap,,736500000.0,230100000.0,191000000.0,3998500000.0,1737000000.0,712200000.0,22101600000.0,2883000000.0,1572400000.0,1812300000.0
2024-12-31,ECL,76862349312,Large-Cap,,472900000.0,235500000.0,32100000.0,4005200000.0,1736100000.0,686100000.0,22387800000.0,2865000000.0,1464900000.0,1810000000.0
2025-03-31,ECL,76862349312,Large-Cap,,402500000.0,236100000.0,-300700000.0,3695000000.0,1634800000.0,584800000.0,22366400000.0,2857100000.0,1547200000.0,1765600000.0
2025-06-30,ECL,76862349312,Large-Cap,,524200000.0,241700000.0,-47300000.0,4025200000.0,1802400000.0,734700000.0,23736000000.0,3058900000.0,1569400000.0,1883500000.0
2023-12-31,ED,35928121344,Large-Cap,,,,,,,,,,,
2024-03-31,ED,35928121344,Large-Cap,,,,,,,,,,,
2024-06-30,ED,35928121344,Large-Cap,,202000000.0,512000000.0,567000000.0,3220000000.0,1614000000.0,320000000.0,67920000000.0,2424000000.0,451000000.0,1496000000.0
2024-09-30,ED,35928121344,Large-Cap,,588000000.0,550000000.0,-1007000000.0,4092000000.0,2269000000.0,862000000.0,68645000000.0,2567000000.0,472000000.0,1472000000.0
2024-12-31,ED,35928121344,Large-Cap,,310000000.0,554000000.0,409000000.0,3669000000.0,1895000000.0,509000000.0,70562000000.0,2440000000.0,485000000.0,1676000000.0
2025-03-31,ED,35928121344,Large-Cap,,791000000.0,564000000.0,-794000000.0,4798000000.0,2636000000.0,1125000000.0,70691000000.0,2749000000.0,467000000.0,1450000000.0
2025-06-30,ED,35928121344,Large-Cap,,246000000.0,576000000.0,1068000000.0,3595000000.0,1825000000.0,355000000.0,71501000000.0,2393000000.0,490000000.0,1552000000.0
2023-12-31,EFX,31325396992,Large-Cap,,,,,,,,,,,
2024-03-31,EFX,31325396992,Large-Cap,,,,,,,,,,,
2024-06-30,EFX,31325396992,Large-Cap,,163900000.0,166900000.0,-61900000.0,1430500000.0,799600000.0,282200000.0,12152300000.0,1012400000.0,,201900000.0
2024-09-30,EFX,31325396992,Large-Cap,,141300000.0,173400000.0,157400000.0,1441800000.0,796600000.0,247100000.0,12344300000.0,953600000.0,,152800000.0
2024-12-31,EFX,31325396992,Large-Cap,,174000000.0,173700000.0,-10300000.0,1419400000.0,804400000.0,288100000.0,11759400000.0,957600000.0,,138200000.0
2025-03-31,EFX,31325396992,Large-Cap,,133100000.0,176400000.0,-116800000.0,1442000000.0,785300000.0,235800000.0,11854800000.0,1017800000.0,,172300000.0
2025-06-30,EFX,31325396992,Large-Cap,,191300000.0,179300000.0,-18800000.0,1537000000.0,872400000.0,310800000.0,11917900000.0,1038900000.0,,172100000.0
2023-12-31,EIX,21169719296,Large-Cap,,,,,,,,,,,
2024-03-31,EIX,21169719296,Large-Cap,,,,,,,,,,,
2024-06-30,EIX,21169719296,Large-Cap,,509000000.0,747000000.0,-964000000.0,4336000000.0,1817000000.0,900000000.0,84818000000.0,2020000000.0,534000000.0,1892000000.0
2024-09-30,EIX,21169719296,Large-Cap,,577000000.0,729000000.0,1222000000.0,5201000000.0,1910000000.0,995000000.0,84749000000.0,2780000000.0,533000000.0,2185000000.0
2024-12-31,EIX,21169719296,Large-Cap,,408000000.0,756000000.0,75000000.0,3984000000.0,1738000000.0,790000000.0,85579000000.0,2169000000.0,538000000.0,2000000000.0
2025-03-31,EIX,21169719296,Large-Cap,,1492000000.0,742000000.0,-1423000000.0,3811000000.0,1781000000.0,2142000000.0,88420000000.0,1864000000.0,539000000.0,2156000000.0
2025-06-30,EIX,21169719296,Large-Cap,,398000000.0,826000000.0,-303000000.0,4543000000.0,1806000000.0,775000000.0,88813000000.0,1902000000.0,523000000.0,1962000000.0
2023-12-31,EL,31228547072,Large-Cap,,,,,,,,,,,
2024-03-31,EL,31228547072,Large-Cap,,,,,,,,,,,
2024-06-30,EL,31228547072,Large-Cap,,-284000000.0,211000000.0,569000000.0,3871000000.0,2778000000.0,334000000.0,21677000000.0,1727000000.0,2175000000.0,1440000000.0
2024-09-30,EL,31228547072,Large-Cap,,-156000000.0,208000000.0,-716000000.0,3361000000.0,2433000000.0,135000000.0,21317000000.0,1977000000.0,2255000000.0,1135000000.0
2024-12-31,EL,31228547072,Large-Cap,,-590000000.0,207000000.0,672000000.0,4004000000.0,3047000000.0,462000000.0,19760000000.0,1611000000.0,2002000000.0,1133000000.0
2025-03-31,EL,31228547072,Large-Cap,,159000000.0,204000000.0,-121000000.0,3550000000.0,2661000000.0,403000000.0,19886000000.0,1792000000.0,1959000000.0,1214000000.0
2025-06-30,EL,31228547072,Large-Cap,,-546000000.0,210000000.0,514000000.0,3411000000.0,2456000000.0,141000000.0,19892000000.0,1530000000.0,2074000000.0,1497000000.0
2023-12-31,ELV,71744053248,Large-Cap,,,,,,,,,,,
2024-03-31,ELV,71744053248,Large-Cap,,,,,,,,,,,
2024-06-30,ELV,71744053248,Large-Cap,,2300000000.0,335000000.0,-1955000000.0,43646000000.0,,,112988000000.0,8040000000.0,,20964000000.0
2024-09-30,ELV,71744053248,Large-Cap,,1016000000.0,329000000.0,1242000000.0,45145000000.0,,,116533000000.0,7209000000.0,,21601000000.0
2024-12-31,ELV,71744053248,Large-Cap,,418000000.0,398000000.0,-18000000.0,45442000000.0,,,116889000000.0,8011000000.0,,22673000000.0
2025-03-31,ELV,71744053248,Large-Cap,,2183000000.0,373000000.0,-1785000000.0,48891000000.0,,,119717000000.0,10359000000.0,,23943000000.0
2025-06-30,ELV,71744053248,Large-Cap,,1743000000.0,380000000.0,-218000000.0,49776000000.0,,,121938000000.0,10465000000.0,,24433000000.0
2023-12-31,EMN,7201140736,Mid-Cap,,,,,,,,,,,
2024-03-31,EMN,7201140736,Mid-Cap,,,,,,,,,,,
2024-06-30,EMN,7201140736,Mid-Cap,,230000000.0,126000000.0,-18000000.0,2363000000.0,599000000.0,363000000.0,14945000000.0,957000000.0,1900000000.0,2044000000.0
2024-09-30,EMN,7201140736,Mid-Cap,,180000000.0,127000000.0,68000000.0,2464000000.0,605000000.0,357000000.0,15060000000.0,980000000.0,1904000000.0,2142000000.0
2024-12-31,EMN,7201140736,Mid-Cap,,330000000.0,129000000.0,67000000.0,2245000000.0,554000000.0,378000000.0,15213000000.0,791000000.0,1988000000.0,1309000000.0
2025-03-31,EMN,7201140736,Mid-Cap,,182000000.0,126000000.0,-350000000.0,2290000000.0,567000000.0,318000000.0,14971000000.0,894000000.0,2116000000.0,1984000000.0
2025-06-30,EMN,7201140736,Mid-Cap,,140000000.0,127000000.0,-9000000.0,2287000000.0,506000000.0,284000000.0,15219000000.0,988000000.0,2151000000.0,2043000000.0
2023-12-31,EMR,72376082432,Large-Cap,,,,,,,,,,,
2024-03-31,EMR,72376082432,Large-Cap,,,,,,,,,,,
2024-06-30,EMR,72376082432,Large-Cap,,329000000.0,417000000.0,171000000.0,4380000000.0,2314000000.0,796000000.0,45585000000.0,2761000000.0,2303000000.0,1251000000.0
2024-09-30,EMR,72376082432,Large-Cap,,996000000.0,426000000.0,25000000.0,4619000000.0,2371000000.0,790000000.0,44246000000.0,2927000000.0,2180000000.0,1335000000.0
2024-12-31,EMR,72376082432,Large-Cap,,585000000.0,383000000.0,-154000000.0,4175000000.0,2235000000.0,782000000.0,42610000000.0,2694000000.0,2200000000.0,1260000000.0
2025-03-31,EMR,72376082432,Large-Cap,,485000000.0,384000000.0,-49000000.0,4432000000.0,2371000000.0,859000000.0,41978000000.0,2901000000.0,2216000000.0,1340000000.0
2025-06-30,EMR,72376082432,Large-Cap,,586000000.0,372000000.0,123000000.0,4553000000.0,2393000000.0,908000000.0,42517000000.0,2908000000.0,2288000000.0,1272000000.0
2023-12-31,ENPH,4772403200,Mid-Cap,,,,,,,,,,,
2024-03-31,ENPH,4772403200,Mid-Cap,,,,,,,,,,,
2024-06-30,ENPH,4772403200,Mid-Cap,,10833000.0,20484000.0,45868000.0,303458000.0,137166000.0,2970000.0,3166576000.0,277475000.0,176068000.0,79646000.0
2024-09-30,ENPH,4772403200,Mid-Cap,,45762000.0,20103000.0,43327000.0,380873000.0,178171000.0,50465000.0,3264191000.0,232225000.0,158837000.0,112417000.0
2024-12-31,ENPH,4772403200,Mid-Cap,,62160000.0,20665000.0,65403000.0,382713000.0,198293000.0,64203000.0,3249676000.0,223749000.0,165004000.0,90032000.0
2025-03-31,ENPH,4772403200,Mid-Cap,,29730000.0,19915000.0,-70381000.0,356084000.0,168241000.0,35084000.0,3106086000.0,225625000.0,144025000.0,115374000.0
2025-06-30,ENPH,4772403200,Mid-Cap,,37052000.0,20085000.0,-95533000.0,363153000.0,170493000.0,40329000.0,3178789000.0,223218000.0,173016000.0,162697000.0
2023-12-31,EOG,64050487296,Large-Cap,,,,,,,,,,,
2024-03-31,EOG,64050487296,Large-Cap,,,,,,,,,,,
2024-06-30,EOG,64050487296,Large-Cap,,1690000000.0,,-153000000.0,6029000000.0,4232000000.0,2238000000.0,45224000000.0,2657000000.0,1069000000.0,2436000000.0
2024-09-30,EOG,64050487296,Large-Cap,,1673000000.0,,600000000.0,5865000000.0,3997000000.0,2032000000.0,46151000000.0,2545000000.0,1038000000.0,2290000000.0
2024-12-31,EOG,64050487296,Large-Cap,,1251000000.0,,128000000.0,5650000000.0,3796000000.0,1956000000.0,47186000000.0,2650000000.0,985000000.0,2464000000.0
2025-03-31,EOG,64050487296,Large-Cap,,1463000000.0,,-524000000.0,5842000000.0,3988000000.0,2095000000.0,46982000000.0,2621000000.0,897000000.0,2353000000.0
2025-06-30,EOG,64050487296,Large-Cap,,1345000000.0,,-454000000.0,5355000000.0,3451000000.0,1679000000.0,46284000000.0,2504000000.0,934000000.0,2266000000.0
2023-12-31,EPAM,8457018368,Mid-Cap,,,,,,,,,,,
2024-03-31,EPAM,8457018368,Mid-Cap,,,,,,,,,,,
2024-06-30,EPAM,8457018368,Mid-Cap,,98645000.0,30460000.0,-94960000.0,1146597000.0,335740000.0,120561000.0,4223329000.0,960866000.0,,30954000.0
2024-09-30,EPAM,8457018368,Mid-Cap,,136346000.0,29014000.0,53482000.0,1167527000.0,403535000.0,176979000.0,4457197000.0,935077000.0,,30774000.0
2024-12-31,EPAM,8457018368,Mid-Cap,,103299000.0,36050000.0,-12184000.0,1248351000.0,380037000.0,136512000.0,4750473000.0,1002175000.0,,44702000.0
2025-03-31,EPAM,8457018368,Mid-Cap,,73482000.0,41366000.0,-145039000.0,1301692000.0,349684000.0,99330000.0,4723612000.0,1090080000.0,,44455000.0
2025-06-30,EPAM,8457018368,Mid-Cap,,88026000.0,41926000.0,-109090000.0,1353443000.0,389431000.0,126476000.0,4710696000.0,1158956000.0,,45278000.0
2023-12-31,EQIX,77345824768,Large-Cap,,,,,,,,,,,
2024-03-31,EQIX,77345824768,Large-Cap,,,,,,,,,,,
2024-06-30,EQIX,77345824768,Large-Cap,,301000000.0,489000000.0,-16000000.0,2159000000.0,1077000000.0,421000000.0,32854000000.0,1124000000.0,,1139000000.0
2024-09-30,EQIX,77345824768,Large-Cap,,297000000.0,496000000.0,-182000000.0,2201000000.0,1103000000.0,432000000.0,35438000000.0,1123000000.0,,1125000000.0
2024-12-31,EQIX,77345824768,Large-Cap,,-14000000.0,498000000.0,129000000.0,2261000000.0,1065000000.0,405000000.0,35085000000.0,949000000.0,,133000000.0
2025-03-31,EQIX,77345824768,Large-Cap,,343000000.0,479000000.0,-126000000.0,2225000000.0,1141000000.0,474000000.0,36079000000.0,1089000000.0,,1105000000.0
2025-06-30,EQIX,77345824768,Large-Cap,,368000000.0,499000000.0,-77000000.0,2256000000.0,1172000000.0,500000000.0,38849000000.0,1137000000.0,,1213000000.0
2023-12-31,EQR,25396547584,Large-Cap,,,,,,,,,,,
2024-03-31,EQR,25396547584,Large-Cap,,,,,,,,,,,
2024-06-30,EQR,25396547584,Large-Cap,,177483000.0,227637000.0,4641000.0,734163000.0,468583000.0,225554000.0,19779568000.0,,,114413000.0
2024-09-30,EQR,25396547584,Large-Cap,,143446000.0,242798000.0,12602000.0,748348000.0,475761000.0,223262000.0,20925821000.0,,,165787000.0
2024-12-31,EQR,25396547584,Large-Cap,,419115000.0,267378000.0,-44761000.0,766779000.0,489396000.0,212495000.0,20834176000.0,,,99347000.0
2025-03-31,EQR,25396547584,Large-Cap,,256592000.0,259935000.0,32447000.0,760810000.0,469269000.0,194268000.0,20562185000.0,,,149342000.0
2025-06-30,EQR,25396547584,Large-Cap,,192356000.0,244095000.0,-45776000.0,768827000.0,485435000.0,226015000.0,21027514000.0,,,108792000.0
2023-12-31,EQT,33736851456,Large-Cap,,,506808000.0,,,,,,,,
2024-03-31,EQT,33736851456,Large-Cap,,,486750000.0,,,,,,,,
2024-06-30,EQT,33736851456,Large-Cap,,9517000.0,465982000.0,-82995000.0,891179000.0,-206421000.0,-340832000.0,24706469000.0,586995000.0,,1198215000.0
2024-09-30,EQT,33736851456,Large-Cap,,-300823000.0,,70703000.0,1216986000.0,93000000.0,-326444000.0,39945589000.0,577599000.0,,1042393000.0
2024-12-31,EQT,33736851456,Large-Cap,,418395000.0,,-474635000.0,1808270000.0,697463000.0,858633000.0,39830255000.0,1132608000.0,,1177656000.0
2025-03-31,EQT,33736851456,Large-Cap,,242139000.0,620775000.0,74399000.0,2418769000.0,1331347000.0,1178061000.0,39703364000.0,1206163000.0,,1336689000.0
2025-06-30,EQT,33736851456,Large-Cap,,784147000.0,623471000.0,323821000.0,1837755000.0,733650000.0,420318000.0,39666748000.0,817402000.0,,1151663000.0
2023-12-31,ERJ,11115361280,Large-Cap,,,,,,,,,,,
2024-03-31,ERJ,11115361280,Large-Cap,,,,,,,,,,,
2024-06-30,ERJ,11115361280,Large-Cap,,99300000.0,58100000.0,-219600000.0,1494200000.0,240000000.0,101200000.0,10876100000.0,235000000.0,3245900000.0,1089100000.0
2024-09-30,ERJ,11115361280,Large-Cap,,178800000.0,67700000.0,-237200000.0,1692400000.0,314800000.0,287800000.0,11671300000.0,253900000.0,3303000000.0,1208000000.0
2024-12-31,ERJ,11115361280,Large-Cap,,45600000.0,74000000.0,884500000.0,2311500000.0,429600000.0,256900000.0,11824300000.0,320800000.0,2897000000.0,1009600000.0
2025-03-31,ERJ,11115361280,Large-Cap,,73400000.0,50600000.0,-156400000.0,1103000000.0,189100000.0,53700000.0,11696600000.0,252300000.0,3487300000.0,1191000000.0
2025-06-30,ERJ,11115361280,Large-Cap,,78500000.0,59600000.0,-201600000.0,1819100000.0,352800000.0,190000000.0,12073500000.0,356900000.0,3552000000.0,1218100000.0
2023-12-31,ES,25892704256,Large-Cap,,,,,,,,,,,
2024-03-31,ES,25892704256,Large-Cap,,,,,,,,,,,
2024-06-30,ES,25892704256,Large-Cap,,335341000.0,240454000.0,209599000.0,2533500000.0,1227645000.0,602476000.0,58352454000.0,1473255000.0,532415000.0,1759283000.0
2024-09-30,ES,25892704256,Large-Cap,,-118057000.0,610102000.0,-295052000.0,3063200000.0,1634903000.0,612376000.0,58573319000.0,1562525000.0,564189000.0,1562164000.0
2024-12-31,ES,25892704256,Large-Cap,,72520000.0,588222000.0,151752000.0,2971509000.0,1655576000.0,644860000.0,59594529000.0,1651325000.0,594600000.0,1736880000.0
2025-03-31,ES,25892704256,Large-Cap,,550788000.0,835028000.0,-327779000.0,4118400000.0,2290612000.0,926439000.0,60194678000.0,1868308000.0,604559000.0,1488704000.0
2025-06-30,ES,25892704256,Large-Cap,,352728000.0,494699000.0,283611000.0,2838100000.0,1551796000.0,663081000.0,60956100000.0,1711940000.0,549162000.0,1512911000.0
2023-12-31,ESS,18496536576,Large-Cap,,,,,,,,,,,
2024-03-31,ESS,18496536576,Large-Cap,,,,,,,,,,,
2024-06-30,ESS,18496536576,Large-Cap,,92914000.0,145613000.0,-27081000.0,442355000.0,305006000.0,138257000.0,12509460000.0,8908000.0,,183764000.0
2024-09-30,ESS,18496536576,Large-Cap,,118424000.0,146439000.0,78967000.0,450698000.0,390033000.0,214527000.0,12647447000.0,8701000.0,74148000.0,246356000.0
2024-12-31,ESS,18496536576,Large-Cap,,257453000.0,148435000.0,-31419000.0,454469000.0,65647000.0,-114316000.0,12927359000.0,9235000.0,,212747000.0
2025-03-31,ESS,18496536576,Large-Cap,,203110000.0,151287000.0,27334000.0,464583000.0,399820000.0,232241000.0,13186258000.0,8689000.0,112173000.0,232594000.0
2025-06-30,ESS,18496536576,Large-Cap,,221362000.0,151501000.0,-46380000.0,469833000.0,322416000.0,153758000.0,13181490000.0,8886000.0,47653000.0,188708000.0
2023-12-31,ETN,142320287744,Large-Cap,,,,,,,,,,,
2024-03-31,ETN,142320287744,Large-Cap,,,,,,,,,,,
2024-06-30,ETN,142320287744,Large-Cap,,993000000.0,227000000.0,-260000000.0,6350000000.0,2410000000.0,1193000000.0,39381000000.0,4861000000.0,3963000000.0,3497000000.0
2024-09-30,ETN,142320287744,Large-Cap,,1009000000.0,235000000.0,127000000.0,6345000000.0,2446000000.0,1211000000.0,39236000000.0,4886000000.0,4178000000.0,3609000000.0
2024-12-31,ETN,142320287744,Large-Cap,,971000000.0,234000000.0,438000000.0,6240000000.0,2429000000.0,1225000000.0,38381000000.0,4619000000.0,4227000000.0,3678000000.0
2025-03-31,ETN,142320287744,Large-Cap,,964000000.0,232000000.0,-913000000.0,6377000000.0,2447000000.0,1201000000.0,39206000000.0,5094000000.0,4392000000.0,3654000000.0
2025-06-30,ETN,142320287744,Large-Cap,,982000000.0,261000000.0,-484000000.0,7028000000.0,2597000000.0,1256000000.0,40507000000.0,5486000000.0,4581000000.0,3762000000.0
2023-12-31,ETR,41181237248,Large-Cap,,,,,,,,,,,
2024-03-31,ETR,41181237248,Large-Cap,,,,,,,,,,,
2024-06-30,ETR,41181237248,Large-Cap,,51732000.0,606080000.0,272978000.0,2953620000.0,1490313000.0,617630000.0,62766297000.0,761149000.0,1750934000.0,1314661000.0
2024-09-30,ETR,41181237248,Large-Cap,,645754000.0,614766000.0,464634000.0,3389100000.0,1768879000.0,1125862000.0,64462049000.0,917387000.0,1779197000.0,1523279000.0
2024-12-31,ETR,41181237248,Large-Cap,,287162000.0,622304000.0,285604000.0,2742305000.0,1254518000.0,644974000.0,64790032000.0,663585000.0,1797464000.0,1929162000.0
2025-03-31,ETR,41181237248,Large-Cap,,362422000.0,622566000.0,-509534000.0,2846874000.0,1450898000.0,700104000.0,66620409000.0,723616000.0,1703685000.0,1809891000.0
2025-06-30,ETR,41181237248,Large-Cap,,471954000.0,632638000.0,366585000.0,3328849000.0,1562394000.0,837425000.0,68383140000.0,816369000.0,1798643000.0,2133797000.0
2023-12-31,ETSY,6360787968,Mid-Cap,,,,,,,,,,,
2024-03-31,ETSY,6360787968,Mid-Cap,,,,,,,,,,,
2024-06-30,ETSY,6360787968,Mid-Cap,,53005000.0,27087000.0,-1440000.0,647806000.0,463716000.0,70169000.0,2448088000.0,249805000.0,,252551000.0
2024-09-30,ETSY,6360787968,Mid-Cap,,57366000.0,27739000.0,60145000.0,662410000.0,476770000.0,86817000.0,2442206000.0,181206000.0,,192151000.0
2024-12-31,ETSY,6360787968,Mid-Cap,,129906000.0,26402000.0,106301000.0,852162000.0,634471000.0,155132000.0,2417782000.0,198260000.0,,215537000.0
2025-03-31,ETSY,6360787968,Mid-Cap,,-52096000.0,27290000.0,-105034000.0,651176000.0,459115000.0,79376000.0,2120802000.0,170994000.0,,179442000.0
2025-06-30,ETSY,6360787968,Mid-Cap,,28840000.0,25398000.0,-27572000.0,672663000.0,479115000.0,76429000.0,2557149000.0,147070000.0,,155761000.0
2023-12-31,EVRG,17047604224,Large-Cap,,,,,,,,,,,
2024-03-31,EVRG,17047604224,Large-Cap,,,,,,,,,,,
2024-06-30,EVRG,17047604224,Large-Cap,,207000000.0,288800000.0,-176700000.0,1447500000.0,750800000.0,351800000.0,31831000000.0,7400000.0,806700000.0,374300000.0
2024-09-30,EVRG,17047604224,Large-Cap,,465600000.0,298000000.0,149200000.0,1811400000.0,1026400000.0,621600000.0,32146100000.0,22200000.0,818900000.0,366300000.0
2024-12-31,EVRG,17047604224,Large-Cap,,78200000.0,291900000.0,54000000.0,1257400000.0,607000000.0,238900000.0,32282100000.0,2700000.0,867400000.0,613800000.0
2025-03-31,EVRG,17047604224,Large-Cap,,125000000.0,304300000.0,19400000.0,1374500000.0,690800000.0,291600000.0,32454200000.0,8700000.0,867700000.0,368200000.0
2025-06-30,EVRG,17047604224,Large-Cap,,171300000.0,304600000.0,-186000000.0,1437000000.0,736600000.0,339100000.0,32911300000.0,2100000.0,845700000.0,387800000.0
2023-12-31,EW,44766375936,Large-Cap,,,,,,,,,,,
2024-03-31,EW,44766375936,Large-Cap,,,,,,,,,,,
2024-06-30,EW,44766375936,Large-Cap,,363700000.0,39600000.0,-20800000.0,1369400000.0,1093900000.0,374600000.0,10099300000.0,778300000.0,1024700000.0,185900000.0
2024-09-30,EW,44766375936,Large-Cap,,3070800000.0,34500000.0,683600000.0,1354400000.0,1091500000.0,394300000.0,12971200000.0,716000000.0,1104200000.0,172800000.0
2024-12-31,EW,44766375936,Large-Cap,,385600000.0,42600000.0,-463100000.0,1385800000.0,1093600000.0,353300000.0,13055300000.0,609100000.0,1086700000.0,197400000.0
2025-03-31,EW,44766375936,Large-Cap,,358000000.0,36600000.0,-150700000.0,1412700000.0,1111100000.0,409900000.0,13022300000.0,669200000.0,1113900000.0,172400000.0
2025-06-30,EW,44766375936,Large-Cap,,329800000.0,38100000.0,-141700000.0,1532200000.0,1187800000.0,430900000.0,13488700000.0,697000000.0,1141700000.0,162100000.0
2023-12-31,EXC,44530339840,Large-Cap,,,,,,,,,,,
2024-03-31,EXC,44530339840,Large-Cap,,,,,,,,,,,
2024-06-30,EXC,44530339840,Large-Cap,,448000000.0,560000000.0,-97000000.0,5361000000.0,2160000000.0,906000000.0,105113000000.0,2681000000.0,824000000.0,2810000000.0
2024-09-30,EXC,44530339840,Large-Cap,,707000000.0,734000000.0,-143000000.0,6154000000.0,2496000000.0,1193000000.0,106070000000.0,2545000000.0,855000000.0,2648000000.0
2024-12-31,EXC,44530339840,Large-Cap,,647000000.0,744000000.0,-282000000.0,5471000000.0,2388000000.0,1098000000.0,107784000000.0,2738000000.0,853000000.0,2994000000.0
