date,ticker,marketCap,size_category,Total Cash From Operating Activities,Net Income,Depreciation And Amortization,Change In Working Capital,Total Revenue,Gross Profit,Operating Income,Total Assets,Accounts Receivable,Inventory,Accounts Payable
2025-06-30,PCG,32901625856,Large-Cap,,549000000.0,1073000000.0,-1097000000.0,5898000000.0,2328000000.0,1146000000.0,136384000000.0,2025000000.0,786000000.0,2663000000.0
2023-12-31,PEG,41074266112,Large-Cap,,,,,,,,,,,
2024-03-31,PEG,41074266112,Large-Cap,,,,,,,,,,921000000.0,
2024-06-30,PEG,41074266112,Large-Cap,,434000000.0,327000000.0,-31000000.0,2423000000.0,867000000.0,582000000.0,52382000000.0,1402000000.0,1036000000.0,1052000000.0
2024-09-30,PEG,41074266112,Large-Cap,,520000000.0,346000000.0,-91000000.0,2642000000.0,935000000.0,641000000.0,54080000000.0,1451000000.0,1178000000.0,1121000000.0
2024-12-31,PEG,41074266112,Large-Cap,,286000000.0,354000000.0,-237000000.0,2465000000.0,759000000.0,451000000.0,54640000000.0,1597000000.0,,1136000000.0
2025-03-31,PEG,41074266112,Large-Cap,,589000000.0,373000000.0,70000000.0,3222000000.0,1117000000.0,797000000.0,55575000000.0,1772000000.0,991000000.0,1094000000.0
2025-06-30,PEG,41074266112,Large-Cap,,585000000.0,356000000.0,-218000000.0,2805000000.0,1125000000.0,817000000.0,56024000000.0,1699000000.0,1102000000.0,1175000000.0
2023-12-31,PEP,192273219584,Large-Cap,,,,,,,,,,,
2024-03-31,PEP,192273219584,Large-Cap,,,,,,,,,,,
2024-06-30,PEP,192273219584,Large-Cap,,3083000000.0,889000000.0,-965000000.0,22501000000.0,12582000000.0,4048000000.0,99533000000.0,12122000000.0,5887000000.0,22859000000.0
2024-09-30,PEP,192273219584,Large-Cap,,2930000000.0,899000000.0,781000000.0,23319000000.0,12923000000.0,3872000000.0,100513000000.0,12254000000.0,5644000000.0,23791000000.0
2024-12-31,PEP,192273219584,Large-Cap,,1523000000.0,1259000000.0,2403000000.0,27784000000.0,14603000000.0,2283000000.0,99467000000.0,8487000000.0,5306000000.0,10997000000.0
2025-03-31,PEP,192273219584,Large-Cap,,1834000000.0,829000000.0,-3311000000.0,17919000000.0,9993000000.0,2583000000.0,101737000000.0,11162000000.0,5660000000.0,22412000000.0
2025-06-30,PEP,192273219584,Large-Cap,,1263000000.0,977000000.0,-1093000000.0,22726000000.0,12422000000.0,3649000000.0,105345000000.0,12621000000.0,6487000000.0,24340000000.0
2023-12-31,PFE,135088685056,Large-Cap,,,,,,,,,,,
2024-03-31,PFE,135088685056,Large-Cap,,,,,,,,,,,
2024-06-30,PFE,135088685056,Large-Cap,,41000000.0,1731000000.0,-3535000000.0,13283000000.0,9983000000.0,2257000000.0,216193000000.0,11393000000.0,11447000000.0,5106000000.0
2024-09-30,PFE,135088685056,Large-Cap,,4465000000.0,1755000000.0,879000000.0,17701000000.0,12438000000.0,5271000000.0,219476000000.0,14451000000.0,11721000000.0,5314000000.0
2024-12-31,PFE,135088685056,Large-Cap,,410000000.0,1791000000.0,2926000000.0,17764000000.0,11855000000.0,3099000000.0,213396000000.0,11463000000.0,10851000000.0,5633000000.0
2025-03-31,PFE,135088685056,Large-Cap,,2967000000.0,1618000000.0,-1919000000.0,13715000000.0,10870000000.0,4416000000.0,208028000000.0,11845000000.0,10852000000.0,5240000000.0
2025-06-30,PFE,135088685056,Large-Cap,,2910000000.0,1625000000.0,-4989000000.0,14653000000.0,10875000000.0,3765000000.0,206095000000.0,12078000000.0,11669000000.0,5166000000.0
2023-12-31,PFG,18405130240,Large-Cap,,,,,,,,,,,
2024-03-31,PFG,18405130240,Large-Cap,,,,,,,,,,,
2024-06-30,PFG,18405130240,Large-Cap,,353100000.0,,,4310800000.0,,,308777300000.0,23724700000.0,,
2024-09-30,PFG,18405130240,Large-Cap,,-220000000.0,,,3011600000.0,,,322857700000.0,23788100000.0,,
2024-12-31,PFG,18405130240,Large-Cap,,905400000.0,,,4752000000.0,,,313663600000.0,23261600000.0,,
2025-03-31,PFG,18405130240,Large-Cap,,48100000.0,,,3695900000.0,,,313003300000.0,23118600000.0,,
2025-06-30,PFG,18405130240,Large-Cap,,406200000.0,,,3671300000.0,,,323103800000.0,23125700000.0,,
2023-12-31,PG,356924030976,Large-Cap,,,,,,,,,,,
2024-03-31,PG,356924030976,Large-Cap,,,,,,,,,,,
2024-06-30,PG,356924030976,Large-Cap,,3137000000.0,761000000.0,1443000000.0,20532000000.0,10184000000.0,3885000000.0,122370000000.0,6118000000.0,7016000000.0,15364000000.0
2024-09-30,PG,356924030976,Large-Cap,,3959000000.0,728000000.0,-1528000000.0,21737000000.0,11316000000.0,5797000000.0,126482000000.0,6314000000.0,7287000000.0,15350000000.0
2024-12-31,PG,356924030976,Large-Cap,,4630000000.0,706000000.0,-809000000.0,21882000000.0,11464000000.0,5741000000.0,122639000000.0,6234000000.0,7020000000.0,14495000000.0
2025-03-31,PG,356924030976,Large-Cap,,3769000000.0,690000000.0,-942000000.0,19776000000.0,10082000000.0,4558000000.0,122984000000.0,6139000000.0,7400000000.0,14512000000.0
2025-06-30,PG,356924030976,Large-Cap,,3615000000.0,723000000.0,2458000000.0,20889000000.0,10258000000.0,4354000000.0,125231000000.0,6185000000.0,7551000000.0,15227000000.0
2023-12-31,PGR,142776664064,Large-Cap,,,,,,,,,,,
2024-03-31,PGR,142776664064,Large-Cap,,,,,,,,,,,
2024-06-30,PGR,142776664064,Large-Cap,,1459000000.0,68000000.0,1594000000.0,18127000000.0,,,97893000000.0,19425900000.0,,
2024-09-30,PGR,142776664064,Large-Cap,,2333400000.0,70200000.0,2460300000.0,19711800000.0,,,105202500000.0,20016900000.0,,
2024-12-31,PGR,142776664064,Large-Cap,,2356500000.0,75800000.0,477700000.0,20267400000.0,,,105745000000.0,19134000000.0,,
2025-03-31,PGR,142776664064,Large-Cap,,2567000000.0,70000000.0,2296000000.0,20402000000.0,,,111409000000.0,21260000000.0,,
2025-06-30,PGR,142776664064,Large-Cap,,3175000000.0,79000000.0,1177000000.0,21995000000.0,,,115480000000.0,20603000000.0,,
2023-12-31,PH,94999158784,Large-Cap,,,,,,,,,,,
2024-03-31,PH,94999158784,Large-Cap,,,,,,,,,,,
2024-06-30,PH,94999158784,Large-Cap,,784963000.0,230668000.0,126788000.0,5186815000.0,1863960000.0,1045613000.0,29298000000.0,2866000000.0,2787000000.0,1992000000.0
2024-09-30,PH,94999158784,Large-Cap,,698420000.0,229046000.0,-264015000.0,4903984000.0,1806265000.0,957476000.0,29600835000.0,2712656000.0,2872250000.0,1953477000.0
2024-12-31,PH,94999158784,Large-Cap,,948542000.0,225823000.0,-70006000.0,4742593000.0,1720364000.0,937943000.0,28271463000.0,2445845000.0,2806983000.0,1794884000.0
2025-03-31,PH,94999158784,Large-Cap,,960866000.0,222796000.0,-282267000.0,4960349000.0,1830398000.0,1046043000.0,28917808000.0,2852833000.0,2822547000.0,1980967000.0
2025-06-30,PH,94999158784,Large-Cap,,923172000.0,229335000.0,311288000.0,5243074000.0,1957973000.0,1118538000.0,29494000000.0,2910000000.0,2839000000.0,2126000000.0
2023-12-31,PHM,25875574784,Large-Cap,,,,,,,,,26928000.0,,
2024-03-31,PHM,25875574784,Large-Cap,,,,,,,,,,,
2024-06-30,PHM,25875574784,Large-Cap,,809133000.0,21830000.0,-481126000.0,4599655000.0,1393966000.0,1030323000.0,16544069000.0,,12302301000.0,651580000.0
2024-09-30,PHM,25875574784,Large-Cap,,697914000.0,22084000.0,-310561000.0,4476342000.0,1300883000.0,891488000.0,16955093000.0,,12641932000.0,704663000.0
2024-12-31,PHM,25875574784,Large-Cap,,913239000.0,24187000.0,-419976000.0,4921794000.0,1354703000.0,1156566000.0,17363763000.0,6613000.0,12665813000.0,727995000.0
2025-03-31,PHM,25875574784,Large-Cap,,522799000.0,24668000.0,-476663000.0,3892650000.0,1067610000.0,671906000.0,17336546000.0,,12959499000.0,682143000.0
2025-06-30,PHM,25875574784,Large-Cap,,608483000.0,25046000.0,-377324000.0,4403755000.0,1198206000.0,805452000.0,17587811000.0,,13216008000.0,712864000.0
2023-12-31,PKG,19430918144,Large-Cap,,,,,,,,,,,
2024-03-31,PKG,19430918144,Large-Cap,,,128400000.0,,,,,,,,
2024-06-30,PKG,19430918144,Large-Cap,,198900000.0,,-63100000.0,2075300000.0,437700000.0,288200000.0,8982100000.0,1145200000.0,1029500000.0,474500000.0
2024-09-30,PKG,19430918144,Large-Cap,,238100000.0,,-25700000.0,2182400000.0,505200000.0,343200000.0,8753800000.0,1216100000.0,1061900000.0,459900000.0
2024-12-31,PKG,19430918144,Large-Cap,,221100000.0,,-63600000.0,2146100000.0,469700000.0,322700000.0,8833200000.0,1144000000.0,1124900000.0,430300000.0
2025-03-31,PKG,19430918144,Large-Cap,,203800000.0,138000000.0,-34400000.0,2141000000.0,454700000.0,293300000.0,8969800000.0,1164100000.0,1140600000.0,480900000.0
2025-06-30,PKG,19430918144,Large-Cap,,241500000.0,,-70700000.0,2171300000.0,483000000.0,329800000.0,9041200000.0,1195100000.0,1144700000.0,490700000.0
2023-12-31,PLD,105975513088,Large-Cap,,,,,,,,,325698000.0,,1766018000.0
2024-03-31,PLD,105975513088,Large-Cap,,,,,,,,,,,
2024-06-30,PLD,105975513088,Large-Cap,,861348000.0,637305000.0,-140199000.0,2007954000.0,1492183000.0,736838000.0,93537418000.0,,,
2024-09-30,PLD,105975513088,Large-Cap,,1005719000.0,649265000.0,125130000.0,2036389000.0,1547622000.0,784520000.0,95905196000.0,,,
2024-12-31,PLD,105975513088,Large-Cap,,1278853000.0,656444000.0,-11201000.0,2200646000.0,1681011000.0,914170000.0,95328909000.0,407464000.0,,1769327000.0
2025-03-31,PLD,105975513088,Large-Cap,,592953000.0,652058000.0,-93405000.0,2139665000.0,1590571000.0,814163000.0,95993391000.0,,,
2025-06-30,PLD,105975513088,Large-Cap,,571229000.0,657221000.0,-37619000.0,2183869000.0,1630989000.0,855191000.0,97717050000.0,,,
2023-12-31,PM,256666009600,Large-Cap,,,,,,,,,,,
2024-03-31,PM,256666009600,Large-Cap,,,,,,,,,,,
2024-06-30,PM,256666009600,Large-Cap,,2406000000.0,445000000.0,1674000000.0,9468000000.0,6123000000.0,3444000000.0,65782000000.0,4240000000.0,9382000000.0,3591000000.0
2024-09-30,PM,256666009600,Large-Cap,,3082000000.0,498000000.0,-121000000.0,9911000000.0,6545000000.0,3654000000.0,66892000000.0,4239000000.0,9355000000.0,3511000000.0
2024-12-31,PM,256666009600,Large-Cap,,-579000000.0,477000000.0,1544000000.0,9706000000.0,6283000000.0,3259000000.0,61784000000.0,3789000000.0,9453000000.0,3952000000.0
2025-03-31,PM,256666009600,Large-Cap,,2690000000.0,480000000.0,-3791000000.0,9301000000.0,6261000000.0,3544000000.0,65079000000.0,4880000000.0,10127000000.0,3749000000.0
2025-06-30,PM,256666009600,Large-Cap,,3039000000.0,490000000.0,-152000000.0,10140000000.0,6861000000.0,3753000000.0,68506000000.0,4994000000.0,10728000000.0,3870000000.0
2023-12-31,PNC,80068919296,Large-Cap,,,,,,,,,,,
2024-03-31,PNC,80068919296,Large-Cap,,,,,,,,,,,
2024-06-30,PNC,80068919296,Large-Cap,,1459000000.0,37000000.0,-780000000.0,4671000000.0,,,556519000000.0,,,
2024-09-30,PNC,80068919296,Large-Cap,,1490000000.0,21000000.0,1509000000.0,5431000000.0,,,564881000000.0,,,
2024-12-31,PNC,80068919296,Large-Cap,,1610000000.0,164000000.0,-1198000000.0,5561000000.0,,,560038000000.0,,,
2025-03-31,PNC,80068919296,Large-Cap,,1481000000.0,90000000.0,-2439000000.0,5447000000.0,,,554722000000.0,,,
2025-06-30,PNC,80068919296,Large-Cap,,1627000000.0,82000000.0,-775000000.0,5662000000.0,,,559107000000.0,,,
2023-12-31,PNR,17993093120,Large-Cap,,,,,,,,,,,
2024-03-31,PNR,17993093120,Large-Cap,,,,,,,,,,,
2024-06-30,PNR,17993093120,Large-Cap,,186100000.0,28900000.0,308200000.0,1099300000.0,437900000.0,248000000.0,6548000000.0,567800000.0,647500000.0,295000000.0
2024-09-30,PNR,17993093120,Large-Cap,,139600000.0,28400000.0,71700000.0,993400000.0,393200000.0,209000000.0,6472600000.0,497100000.0,645900000.0,286400000.0
2024-12-31,PNR,17993093120,Large-Cap,,166400000.0,28900000.0,-103400000.0,972900000.0,377600000.0,206700000.0,6446500000.0,565200000.0,610900000.0,272800000.0
2025-03-31,PNR,17993093120,Large-Cap,,154900000.0,29000000.0,-251700000.0,1010400000.0,403300000.0,203100000.0,6747200000.0,831200000.0,614200000.0,296700000.0
2025-06-30,PNR,17993093120,Large-Cap,,148500000.0,28900000.0,345500000.0,1123100000.0,456600000.0,217700000.0,6479500000.0,539200000.0,602500000.0,313800000.0
2023-12-31,PNW,10361507840,Large-Cap,,,,,,,,,,,
2024-03-31,PNW,10361507840,Large-Cap,,,,,,,,,,,
2024-06-30,PNW,10361507840,Large-Cap,,203805000.0,239133000.0,-338154000.0,1308994000.0,599556000.0,313747000.0,25701130000.0,564399000.0,549045000.0,548840000.0
2024-09-30,PNW,10361507840,Large-Cap,,394966000.0,246041000.0,55652000.0,1768801000.0,829358000.0,546986000.0,26309554000.0,839094000.0,528040000.0,429478000.0
2024-12-31,PNW,10361507840,Large-Cap,,-6827000.0,244597000.0,126515000.0,1095408000.0,372009000.0,84538000.0,26102760000.0,525608000.0,501442000.0,485426000.0
2025-03-31,PNW,10361507840,Large-Cap,,-4644000.0,250651000.0,97279000.0,1032280000.0,352100000.0,57222000.0,27236478000.0,430726000.0,504212000.0,599239000.0
2025-06-30,PNW,10361507840,Large-Cap,,192564000.0,241574000.0,-210373000.0,1358751000.0,595138000.0,307552000.0,29235181000.0,569656000.0,526939000.0,668664000.0
2023-12-31,PODD,22384826368,Large-Cap,,,,,,,,,,,
2024-03-31,PODD,22384826368,Large-Cap,,,,,,,,,,,
2024-06-30,PODD,22384826368,Large-Cap,,188600000.0,19200000.0,-4400000.0,488500000.0,330900000.0,54500000.0,2881600000.0,348600000.0,430900000.0,76800000.0
2024-09-30,PODD,22384826368,Large-Cap,,77500000.0,21300000.0,-13100000.0,543900000.0,377100000.0,88100000.0,3025400000.0,375600000.0,444900000.0,40300000.0
2024-12-31,PODD,22384826368,Large-Cap,,100700000.0,21500000.0,700000.0,597500000.0,430900000.0,109300000.0,3087700000.0,357200000.0,430400000.0,19800000.0
2025-03-31,PODD,22384826368,Large-Cap,,35400000.0,21700000.0,-65000000.0,569000000.0,409000000.0,88800000.0,3517300000.0,392400000.0,440800000.0,57600000.0
2025-06-30,PODD,22384826368,Large-Cap,,22500000.0,22300000.0,53100000.0,649100000.0,452200000.0,121100000.0,3469200000.0,430700000.0,447000000.0,96100000.0
2023-12-31,POOL,11414085632,Large-Cap,,,,,,,,,,,
2024-03-31,POOL,11414085632,Large-Cap,,,,,,,,,,,
2024-06-30,POOL,11414085632,Large-Cap,,192439000.0,11043000.0,-181385000.0,1769784000.0,530141000.0,271481000.0,3640914000.0,169849000.0,1295600000.0,515645000.0
2024-09-30,POOL,11414085632,Large-Cap,,125701000.0,11570000.0,170893000.0,1432879000.0,416403000.0,176353000.0,3367389000.0,119538000.0,1180491000.0,401702000.0
2024-12-31,POOL,11414085632,Large-Cap,,37300000.0,12119000.0,105448000.0,987479000.0,290243000.0,60650000.0,3368184000.0,31472000.0,1289300000.0,525235000.0
2025-03-31,POOL,11414085632,Large-Cap,,53545000.0,11987000.0,-45686000.0,1071526000.0,312369000.0,77538000.0,3712449000.0,146209000.0,1460680000.0,890167000.0
2025-06-30,POOL,11414085632,Large-Cap,,194258000.0,12129000.0,-239744000.0,1784530000.0,535161000.0,272670000.0,3671956000.0,172028000.0,1330221000.0,529316000.0
2023-12-31,PPG,23393806336,Large-Cap,,,,,,,,,,,3307000000.0
2024-03-31,PPG,23393806336,Large-Cap,,,,,,,,,,,
2024-06-30,PPG,23393806336,Large-Cap,,528000000.0,124000000.0,-256000000.0,4235000000.0,1785000000.0,695000000.0,21729000000.0,3845000000.0,2299000000.0,
2024-09-30,PPG,23393806336,Large-Cap,,468000000.0,150000000.0,98000000.0,4575000000.0,1912000000.0,616000000.0,21858000000.0,3653000000.0,2263000000.0,
2024-12-31,PPG,23393806336,Large-Cap,,-280000000.0,88000000.0,38000000.0,2165000000.0,755000000.0,381000000.0,19433000000.0,2477000000.0,1846000000.0,3035000000.0
2025-03-31,PPG,23393806336,Large-Cap,,373000000.0,121000000.0,-500000000.0,3684000000.0,1542000000.0,481000000.0,21140000000.0,3429000000.0,2115000000.0,
2025-06-30,PPG,23393806336,Large-Cap,,450000000.0,135000000.0,-314000000.0,4195000000.0,1763000000.0,650000000.0,22099000000.0,3891000000.0,2224000000.0,
2023-12-31,PPL,27155001344,Large-Cap,,,,,,,,,,,
2024-03-31,PPL,27155001344,Large-Cap,,,,,,,,,,,
2024-06-30,PPL,27155001344,Large-Cap,,190000000.0,342000000.0,270000000.0,1881000000.0,802000000.0,390000000.0,39839000000.0,933000000.0,502000000.0,980000000.0
2024-09-30,PPL,27155001344,Large-Cap,,214000000.0,336000000.0,177000000.0,2066000000.0,840000000.0,428000000.0,40472000000.0,939000000.0,517000000.0,920000000.0
2024-12-31,PPL,27155001344,Large-Cap,,177000000.0,339000000.0,-19000000.0,2211000000.0,802000000.0,377000000.0,41069000000.0,961000000.0,511000000.0,1196000000.0
2025-03-31,PPL,27155001344,Large-Cap,,414000000.0,342000000.0,-233000000.0,2504000000.0,1113000000.0,678000000.0,41809000000.0,1208000000.0,476000000.0,1097000000.0
2025-06-30,PPL,27155001344,Large-Cap,,183000000.0,353000000.0,42000000.0,2025000000.0,831000000.0,406000000.0,42363000000.0,998000000.0,504000000.0,1135000000.0
2023-12-31,PRU,36746362880,Large-Cap,,,,,,,,,,,
2024-06-30,PRU,36746362880,Large-Cap,,1198000000.0,-26000000.0,-2161000000.0,14935000000.0,,,715196000000.0,27746000000.0,,15604000000.0
2024-09-30,PRU,36746362880,Large-Cap,,448000000.0,-41000000.0,-1770000000.0,19533000000.0,,,760294000000.0,29633000000.0,,17443000000.0
2024-12-31,PRU,36746362880,Large-Cap,,-57000000.0,53000000.0,387000000.0,12645000000.0,,,735587000000.0,37680000000.0,,17084000000.0
2025-03-31,PRU,36746362880,Large-Cap,,707000000.0,-161000000.0,-4742000000.0,13537000000.0,,,739262000000.0,43982000000.0,,17347000000.0
2025-06-30,PRU,36746362880,Large-Cap,,533000000.0,482000000.0,-2429000000.0,13804000000.0,,,758952000000.0,44152000000.0,,17126000000.0
2023-12-31,PSA,50230398976,Large-Cap,,,,,,,,,,,
2024-03-31,PSA,50230398976,Large-Cap,,,,,,,,,,,
2024-06-30,PSA,50230398976,Large-Cap,,518127000.0,283342000.0,87180000.0,1173211000.0,872167000.0,562245000.0,19788762000.0,,,
2024-09-30,PSA,50230398976,Large-Cap,,430329000.0,280330000.0,3298000.0,1187758000.0,866058000.0,559514000.0,19803219000.0,,,
2024-12-31,PSA,50230398976,Large-Cap,,614607000.0,280891000.0,-19900000.0,1177427000.0,866653000.0,553215000.0,19754934000.0,,,
2025-03-31,PSA,50230398976,Large-Cap,,407791000.0,282715000.0,-70684000.0,1183184000.0,851337000.0,543438000.0,19615446000.0,,,
2025-06-30,PSA,50230398976,Large-Cap,,358419000.0,283216000.0,64450000.0,1201094000.0,883089000.0,575159000.0,20541453000.0,,,
2023-12-31,PSX,56359170048,Large-Cap,,,,,,,,,,,
2024-03-31,PSX,56359170048,Large-Cap,,,,,,,,,,,
2024-06-30,PSX,56359170048,Large-Cap,,1015000000.0,497000000.0,916000000.0,38129000000.0,3004000000.0,996000000.0,75945000000.0,10887000000.0,6522000000.0,12322000000.0
2024-09-30,PSX,56359170048,Large-Cap,,346000000.0,543000000.0,-381000000.0,35528000000.0,2791000000.0,45000000.0,75080000000.0,10440000000.0,6037000000.0,10906000000.0
2024-12-31,PSX,56359170048,Large-Cap,,8000000.0,819000000.0,297000000.0,33685000000.0,2112000000.0,-42000000.0,72582000000.0,11033000000.0,3995000000.0,10304000000.0
2025-03-31,PSX,56359170048,Large-Cap,,487000000.0,791000000.0,-72000000.0,30430000000.0,1979000000.0,-395000000.0,71838000000.0,10221000000.0,5240000000.0,10725000000.0
2025-06-30,PSX,56359170048,Large-Cap,,877000000.0,816000000.0,-1075000000.0,33323000000.0,3430000000.0,1190000000.0,75942000000.0,11338000000.0,5583000000.0,10851000000.0
2023-12-31,PTC,24313128960,Large-Cap,,,,,,,,,,,
2024-03-31,PTC,24313128960,Large-Cap,,,,,,,,,,,
2024-06-30,PTC,24313128960,Large-Cap,,68978000.0,34812000.0,62917000.0,518639000.0,406723000.0,95821000.0,6128145000.0,674959000.0,,47153000.0
2024-09-30,PTC,24313128960,Large-Cap,,126523000.0,36992000.0,-87252000.0,626547000.0,513722000.0,193973000.0,6383542000.0,861953000.0,,24198000.0
2024-12-31,PTC,24313128960,Large-Cap,,82232000.0,33751000.0,67594000.0,565128000.0,453331000.0,115524000.0,6075364000.0,694807000.0,,20689000.0
2025-03-31,PTC,24313128960,Large-Cap,,162644000.0,33677000.0,30574000.0,636366000.0,530104000.0,227677000.0,6162431000.0,716624000.0,,8500000.0
2025-06-30,PTC,24313128960,Large-Cap,,141328000.0,33834000.0,16478000.0,643937000.0,533912000.0,209828000.0,6229053000.0,712710000.0,,8700000.0
2023-12-31,PWR,60412968960,Large-Cap,,,,,,,,,,,
2024-03-31,PWR,60412968960,Large-Cap,,,,,,,,,,,
2024-06-30,PWR,60412968960,Large-Cap,,188159000.0,162865000.0,-5266000.0,5594387000.0,811331000.0,299761000.0,15929150000.0,4430757000.0,235102000.0,2018489000.0
2024-09-30,PWR,60412968960,Large-Cap,,293185000.0,200401000.0,196641000.0,6493167000.0,1012570000.0,418270000.0,18866300000.0,5149915000.0,275852000.0,2317040000.0
2024-12-31,PWR,60412968960,Large-Cap,,305120000.0,212650000.0,136193000.0,6553422000.0,1063366000.0,441374000.0,18683894000.0,5170935000.0,260181000.0,2096125000.0
2025-03-31,PWR,60412968960,Large-Cap,,144258000.0,207676000.0,-162883000.0,6233334000.0,834037000.0,230509000.0,19134546000.0,5289723000.0,263086000.0,2190031000.0
2025-06-30,PWR,60412968960,Large-Cap,,229250000.0,211903000.0,-187544000.0,6773007000.0,1007574000.0,366041000.0,19891264000.0,5386384000.0,286910000.0,2344092000.0
2023-12-31,PYPL,64296972288,Large-Cap,,,,,,,,,,,
2024-03-31,PYPL,64296972288,Large-Cap,,,,,,,,,,,
2024-06-30,PYPL,64296972288,Large-Cap,,1128000000.0,263000000.0,-555000000.0,7885000000.0,3608000000.0,1438000000.0,84016000000.0,39714000000.0,,41860000000.0
2024-09-30,PYPL,64296972288,Large-Cap,,1010000000.0,255000000.0,-152000000.0,7847000000.0,3654000000.0,1454000000.0,83511000000.0,40220000000.0,,41347000000.0
2024-12-31,PYPL,64296972288,Large-Cap,,1121000000.0,249000000.0,34000000.0,8366000000.0,3935000000.0,1491000000.0,81611000000.0,38655000000.0,,39898000000.0
2025-03-31,PYPL,64296972288,Large-Cap,,1287000000.0,245000000.0,-676000000.0,7791000000.0,3716000000.0,1596000000.0,81274000000.0,40287000000.0,,41380000000.0
2025-06-30,PYPL,64296972288,Large-Cap,,1261000000.0,239000000.0,-984000000.0,8288000000.0,3844000000.0,1620000000.0,79777000000.0,40022000000.0,,41144000000.0
2023-12-31,QCOM,182566813696,Large-Cap,,,,,,,,,,,
2024-03-31,QCOM,182566813696,Large-Cap,,,,,,,,,,,
2024-06-30,QCOM,182566813696,Large-Cap,,2129000000.0,419000000.0,725000000.0,9393000000.0,5219000000.0,2221000000.0,52741000000.0,2948000000.0,6020000000.0,2586000000.0
2024-09-30,QCOM,182566813696,Large-Cap,,2920000000.0,439000000.0,-859000000.0,10244000000.0,5777000000.0,2535000000.0,55154000000.0,2347000000.0,6423000000.0,2584000000.0
2024-12-31,QCOM,182566813696,Large-Cap,,3180000000.0,436000000.0,33000000.0,11669000000.0,6508000000.0,3555000000.0,55575000000.0,3550000000.0,6303000000.0,2581000000.0
2025-03-31,QCOM,182566813696,Large-Cap,,2812000000.0,397000000.0,-242000000.0,10979000000.0,6042000000.0,3120000000.0,55372000000.0,3699000000.0,6196000000.0,2479000000.0
2025-06-30,QCOM,182566813696,Large-Cap,,2666000000.0,398000000.0,-22000000.0,10365000000.0,5759000000.0,2762000000.0,54862000000.0,3410000000.0,6338000000.0,2337000000.0
2023-12-31,QRVO,8618699776,Mid-Cap,,,,,,,,,,,
2024-03-31,QRVO,8618699776,Mid-Cap,,,,,,,,,,,
2024-06-30,QRVO,8618699776,Mid-Cap,,414000.0,76150000.0,-27931000.0,886671000.0,332304000.0,4606000.0,6447299000.0,424601000.0,726558000.0,304381000.0
2024-09-30,QRVO,8618699776,Mid-Cap,,-17435000.0,76081000.0,-78879000.0,1046509000.0,445306000.0,9675000.0,6503075000.0,580963000.0,694457000.0,321880000.0
2024-12-31,QRVO,8618699776,Mid-Cap,,41271000.0,73827000.0,63812000.0,916317000.0,391416000.0,53025000.0,5963096000.0,427863000.0,656216000.0,283341000.0
2025-03-31,QRVO,8618699776,Mid-Cap,,31365000.0,70778000.0,36605000.0,869474000.0,366563000.0,124332000.0,5933131000.0,386719000.0,640992000.0,260663000.0
2025-06-30,QRVO,8618699776,Mid-Cap,,25594000.0,67460000.0,52976000.0,818778000.0,331802000.0,30086000.0,5997524000.0,328326000.0,637961000.0,280122000.0
2023-12-31,RCL,88792367104,Large-Cap,,,,,,,,,,,
2024-03-31,RCL,88792367104,Large-Cap,,,,,,,,,,,
2024-06-30,RCL,88792367104,Large-Cap,,854000000.0,393000000.0,255000000.0,4110000000.0,1958000000.0,1099000000.0,36974000000.0,412000000.0,242000000.0,821000000.0
2024-09-30,RCL,88792367104,Large-Cap,,1111000000.0,410000000.0,-915000000.0,4886000000.0,2495000000.0,1634000000.0,37067000000.0,441000000.0,265000000.0,851000000.0
2024-12-31,RCL,88792367104,Large-Cap,,552000000.0,410000000.0,420000000.0,3761000000.0,1709000000.0,626000000.0,37070000000.0,371000000.0,265000000.0,919000000.0
2025-03-31,RCL,88792367104,Large-Cap,,730000000.0,412000000.0,529000000.0,3999000000.0,1921000000.0,947000000.0,37452000000.0,427000000.0,256000000.0,956000000.0
2025-06-30,RCL,88792367104,Large-Cap,,1210000000.0,417000000.0,181000000.0,4538000000.0,2255000000.0,1330000000.0,38542000000.0,431000000.0,247000000.0,959000000.0
2023-12-31,REG,13063124992,Large-Cap,,,,,,,,,,,
2024-03-31,REG,13063124992,Large-Cap,,,,,,,,,,,
2024-06-30,REG,13063124992,Large-Cap,,102668000.0,94062000.0,2714000.0,357250000.0,252281000.0,124009000.0,12384180000.0,172344000.0,,357232000.0
2024-09-30,REG,13063124992,Large-Cap,,101469000.0,95765000.0,26253000.0,360266000.0,254060000.0,124378000.0,12426579000.0,179206000.0,,389055000.0
2024-12-31,REG,13063124992,Large-Cap,,86477000.0,89888000.0,-15971000.0,372536000.0,258240000.0,135508000.0,12391961000.0,192813000.0,,392302000.0
2025-03-31,REG,13063124992,Large-Cap,,109587000.0,90559000.0,-51326000.0,380912000.0,266093000.0,146031000.0,12560070000.0,188979000.0,,340997000.0
2025-06-30,REG,13063124992,Large-Cap,,106021000.0,94336000.0,27159000.0,380848000.0,272589000.0,145630000.0,12730474000.0,198721000.0,,381549000.0
2023-12-31,REGN,59766321152,Large-Cap,,,,,,,,,,,
2024-03-31,REGN,59766321152,Large-Cap,,,,,,,,,,,
